frame,timestamp,processing_mode,speech_detector_implementation,is_speech,speech_probability,speech_gate_open,is_whisper,whisper_processed,trigger,raw_score,whisper_probability,rms,zcr,entropy,voicing,hnr,spectral_centroid,band_energy_low,band_energy_mid,band_energy_high,temporal_score,formant_score
0,2026-08-06T22:37:59.282305,shadow,silero,False,0.0,True,True,True,False,3,1.0,0.024697935451062566,0.11899791231732777,4.544710215782802,0.0,0.0,2328.3287678025854,13.97720715169502,27.157262208718976,24.8661337974659,0.0,0.0
1,2026-08-06T22:37:59.415673,shadow,silero,False,0.008560110814869404,True,False,True,False,1,0.3333333333333333,0.0003168990676988884,0.10647181628392484,2.897149122529402,0.0,0.0,1322.2709028136846,0.006284562665201417,0.004634951739365015,0.0001451531609107822,0.0,0.0
2,2026-08-06T22:37:59.465178,shadow,silero,False,0.012108391150832176,True,False,True,False,1,0.3333333333333333,0.00022471050890198856,0.1022964509394572,3.073545356508151,0.0,0.0,1471.5185525036966,0.002756347739899985,0.002500694188946642,7.450034330213843e-05,0.0,0.0
3,2026-08-06T22:37:59.470540,shadow,silero,False,0.005926342215389013,True,False,True,False,1,0.3333333333333333,0.0001653860225324263,0.12317327766179541,3.254056742143054,0.0,0.0,1466.7167501556728,0.0016774322081315623,0.0011088791664836878,8.066520677261441e-05,0.0,0.0
4,2026-08-06T22:37:59.479919,shadow,silero,False,0.004703572951257229,True,False,True,False,1,0.3333333333333333,0.00015087896365712444,0.1336116910229645,3.510289008376782,0.0,0.0,1410.4429653579245,0.0014075817651485498,0.0009007000109256485,6.147712331315683e-05,0.0,0.0
5,2026-08-06T22:37:59.486149,shadow,silero,False,0.004294473212212324,True,False,True,False,1,0.3333333333333333,0.0001237693310177697,0.12943632567849686,3.8347193077879367,0.0,0.0,1514.6503934210243,0.0009714033020975214,0.0004266184630829494,9.1643038161202e-05,0.0,0.0
6,2026-08-06T22:37:59.492572,shadow,silero,False,0.0033304474782198668,True,False,True,False,1,0.3333333333333333,0.0001446806259086117,0.1336116910229645,3.7855984563993017,0.0,0.0,1576.116315218493,0.0016348231046032276,0.00045369601331001744,0.00013107481552034183,0.0,0.0
7,2026-08-06T22:37:59.498195,shadow,silero,False,0.003291691653430462,True,False,True,False,1,0.3333333333333333,0.00013544029113908554,0.11899791231732777,3.503399983521189,0.0,0.0,1614.5933255040043,0.001394521965015498,0.00037905473712091073,0.00010290462557552503,0.0,0.0
8,2026-08-06T22:37:59.503807,shadow,silero,False,0.0037490196991711855,True,False,True,False,1,0.3333333333333333,9.208041395979349e-05,0.11691022964509394,3.3836713514222874,0.0,0.0,1554.5094577111975,0.0005425791656388483,0.00015221183886335578,3.511918562620528e-05,0.0,0.0
9,2026-08-06T22:37:59.513651,shadow,silero,False,0.0038223713636398315,True,False,True,False,1,0.3333333333333333,7.13670939908203e-05,0.11691022964509394,3.5314923854984483,0.0,0.0,1607.766999430627,0.0002927295004061972,9.430418517913508e-05,2.3599763160158293e-05,0.0,0.0
10,2026-08-06T22:37:59.525325,shadow,silero,False,0.0029206934850662947,True,False,True,False,1,0.3333333333333333,0.000144457117518222,0.12526096033402923,3.6292238341946352,0.0,0.0,1487.940852524473,0.0015161687063917721,0.0004546623201513842,0.00010639996089385775,0.0,0.0
11,2026-08-06T22:37:59.536056,shadow,silero,False,0.047436073422431946,True,False,True,False,1,0.3333333333333333,0.0010344097194805663,0.12108559498956159,2.817225599798416,0.0,0.0,1359.188773001685,0.09012811484165419,0.00808088740999606,0.00147905905442156,0.0,0.0
12,2026-08-06T22:37:59.545448,shadow,silero,False,0.04262017458677292,True,False,True,False,1,0.3333333333333333,0.002366896155929408,0.11482254697286012,3.663263449114985,0.0,0.0,1505.7144968602727,0.22592628112167437,0.3666998494780734,0.03147560467917117,0.0,0.0
13,2026-08-06T22:37:59.554320,shadow,silero,False,0.013991036452353,True,False,True,False,1,0.3333333333333333,0.00097867359031239,0.14613778705636743,3.768967069605476,0.0,0.0,1596.4514362649106,0.036478932888667444,0.06295427031049669,0.005459263026072022,0.0,0.0
14,2026-08-06T22:37:59.565171,shadow,silero,False,0.007503305561840534,True,False,True,False,1,0.3333333333333333,0.0003201328163245278,0.10647181628392484,3.5781834416570066,0.0,0.0,1406.3773103561139,0.0075623563136036215,0.002432536673316298,0.00036112398528485894,0.0,0.0
15,2026-08-06T22:37:59.576285,shadow,silero,False,0.004042032174766064,True,False,True,False,1,0.3333333333333333,0.00019485260891003928,0.11899791231732777,3.782645774219064,0.0,0.0,1516.4885653876618,0.0022893542635671607,0.0014555372634307943,0.00021615613299062666,0.0,0.0
16,2026-08-06T22:37:59.577794,shadow,silero,False,0.004042032174766064,True,False,True,False,1,0.3333333333333333,0.00011425854761834087,0.13569937369519833,3.802744863781715,0.0,0.0,1510.8087848351986,0.0006884181364588187,0.0004978008856454556,5.9012232521906315e-05,0.0,0.0
17,2026-08-06T22:37:59.585448,shadow,silero,False,0.0026786141097545624,True,False,True,False,1,0.3333333333333333,0.00022791762956470522,0.12108559498956159,3.748708518352483,0.0,0.0,1465.776758668894,0.0041161653926593865,0.0010754861049954072,0.0002639915679221314,0.0,0.0
18,2026-08-06T22:37:59.593502,shadow,silero,False,0.0017823312664404511,True,False,True,False,1,0.3333333333333333,9.296506724272654e-05,0.12526096033402923,3.492081484476493,0.0,0.0,1637.320623078227,0.0005948128420922413,0.0002192850708873685,4.3068198670777544e-05,0.0,0.0
